Order;City;Cantidad
1180060309761-01;Duran;1
1180060883638-01;Palestina;1
1180060983554-01;Quevedo;1
1180062168411-01;Guayaquil;2
1180062574603-01;Lomas De Sargentillo;1
1180063596666-01;Guayaquil;1
1180070188759-01;Cantón Daule;1
1180070247891-01;Pelileo;1
1180070248586-01;Mejia;1
1180070262098-01;Manta;1
1180070511838-01;El Empalme;1
1180070538907-01;Lomas De Sargentillo;1
1180070614469-01;Quito;1
1180070758098-01;Guayaquil;2
1180070828414-01;Cuenca;1
1180070971929-01;Naranjito;4
1180071000939-01;Cantón Daule;1
1180071550858-01;Guayaquil;2
1180071589458-01;Lomas De Sargentillo;1
1180071642305-01;El Empalme;1
1180071659354-01;Guayaquil;1
1180071752308-01;Lago Agrio;1
1180071882046-01;Pajan;1
1180072056770-01;Guayaquil;1
1180072138289-01;Balzar;1
1180072154397-01;Pedro Carbo;1
1180072407904-01;Manta;1
1180072958818-01;Salcedo;1
1180073115571-01;Palestina;1
1180073139728-01;Balzar;1
1180073347453-01;Loja;1
1180080038158-01;Guayaquil;1
1180080038735-01;Distrito Metropolitano de Quito;1
1180080055231-01;Muey;1
1180080233705-01;Guayaquil;1
1180080273347-01;Mejia;1
1180080289873-01;Tosagua;1
1180080359123-01;Jujan;1
1180080381764-01;Calderon (Carapungo);1
1180080536393-01;Santa Ana;1
1180080578020-01;Guayaquil;1
1180080601101-01;Pajan;1
1180080691148-01;El Carmen;1
1180080745028-01;Guayaquil;1
1180080766907-01;Buena Fe;1
1180080858296-01;Distrito Metropolitano de Quito;1
1180080949682-01;Guayaquil;2
1180081065942-01;Azogues;1
1180081304524-01;Tosagua;1
1180081307582-01;San Jacinto De Yaguachi;1
1180081320245-01;Salitre - Urbina Jado;1
1180081371872-01;Ibarra;2
1180081421394-01;Quito;1
1180081441044-01;Montalvo;1
1180081557440-01;Guayaquil;1
1180081589587-01;Portoviejo;1
1180081898412-01;Puyo;1
1180081906591-01;Bucay;1
1180081968922-01;Urdaneta;1
1180082093365-01;Junin;1
1180082132513-01;Machala;1
1180082403424-01;Machala;1
1180082467892-01;Portoviejo;1
1180082950726-01;Loja;3
1180083039489-01;Duran;1
1180083151447-01;Pajan;1
1180083269455-01;Duran;1
1180083423559-01;A. Baquerizo Moreno - Jujan;1
1180083531075-01;Guayaquil;1
1180090063555-01;Guayaquil;1
1180090067149-01;Puembo;1
1180090094864-01;Milagro;1
1180090152378-01;Samborondon;1
1180090162710-01;Santa Rosa;1
1180090180920-01;Guayaquil;1
1180090201351-01;Manta;1
1180090223368-01;Manta;1
1180090223974-01;Puerto Lopez;1
1180090231520-01;Machala;1
1180090307985-01;Guayaquil;1
1180090313541-01;Otavalo;1
1180090576055-01;Nobol;1
1180090627292-01;Pastaza;1
1180090660800-01;El Triunfo;1
1180090701664-01;Guayaquil;1
1180090829944-01;Guayaquil;1
1180090890217-01;Buena Fe;1
1180091112739-01;Pifo;1
1180091134986-01;Sigchos;1
1180091307333-01;Samborondon;1
1180091328834-01;Buena Fe;1
1180091472552-01;Quevedo;1
1180091602480-01;Milagro;1
1180091645280-01;Pasaje;1
1180091720363-01;Rocafuerte;1
1180091838434-01;Puerto Lopez;1
1180091940416-01;Machala;1
1180091981968-01;Buena Fe;1
1180092075512-01;Guayaquil;1
1180092082563-01;Guayaquil;1
1180092192071-01;Samborondon;1
1180092206425-01;Machala;1
1180092252077-01;Rumiðahui;1
1180092266301-01;Loja;1
1180092312660-01;Cantón Flavio Alfaro;1
1180092449763-01;Quito;1
1180092500180-01;Salcedo;1
1180092559997-01;La Union (Quininde);1
1180092732932-01;El Triunfo;1
1180092834484-01;Cantón Archidona;2
1180092845895-01;Babahoyo;1
1180092855671-01;Distrito Metropolitano de Quito;2
1180092933506-01;Distrito Metropolitano de Quito;1
1180093070224-01;Rumiðahui;2
1180093124532-01;Distrito Metropolitano de Quito;1
1180093267864-01;Tosagua;1
1180093409963-01;Esmeraldas;1
1180093571084-01;Urdaneta;1
1180100148043-01;Ventanas;1
1180100180512-01;Milagro;1
1180100198292-01;Guayaquil;1
1180100230980-01;Quininde;1
1180100410360-01;Distrito Metropolitano de Quito;2
1180100430389-01;Pedro Carbo;1
1180100895251-01;Babahoyo;1
1180100953241-01;Tumbaco;1
1180101002788-01;Ibarra;1
1180101118754-01;Portoviejo;1
1180101149474-01;El Triunfo;1
1180101269298-01;Portoviejo;1
1180101314547-01;Mocache;1
1180101315117-01;Otavalo;2
1180101465161-01;Portoviejo;1
1180101937080-01;Tosagua;1
1180102075664-01;Machala;1
1180102124632-01;Distrito Metropolitano de Quito;1
1180102208704-01;Distrito Metropolitano de Quito;1
1180102272021-01;Pastaza;1
1180102300819-01;Guayaquil;1
1180102318267-01;Quevedo;1
1180102383648-01;Naranjito;4
1180102444339-01;Guayaquil;1
1180102452523-01;Arenillas;1
1180102558433-01;Riobamba;1
1180102620499-01;Puerto Lopez;1
1180102953295-01;Santa Elena;1
1180102980795-01;Valencia;1
1180103014470-01;Quevedo;1
1180103228041-01;Celica;1
1180103448693-01;Pedro Carbo;2
1180103452074-01;Samborondon;1
1180110129456-01;Cantón Daule;2
1180110431658-01;Salitre - Urbina Jado;2
1180110465907-01;Tena;1
1180110523419-01;Quininde;1
1180110635937-01;Guayaquil;1
1180110873142-01;Pedro Carbo;1
1180111047489-01;Distrito Metropolitano de Quito;1
1180111311274-01;Portoviejo;1
1180111884229-01;Loja;1
1180111974623-01;Naranjito;1
1180112000966-01;Guayaquil;1
1180112020845-01;Pedro Carbo;3
1180112120123-01;Babahoyo;1
1180112120354-01;Puerto Lopez;2
1180112165016-01;El Triunfo;1
1180112238731-01;Playas;1
1180112704785-01;Ibarra;1
1180112757651-01;Portoviejo;2
1180112797226-01;Guayaquil;2
1180112880898-01;Orellana;1
1180112915879-01;Esmeraldas;1
1180112960337-01;Babahoyo;1
1180112973959-01;Guayaquil;1
1180113127590-01;Guayaquil;1
1180113196542-01;Cantón Píllaro;1
1180113470278-01;Loja;3
1180113538914-01;Milagro;2
1180120021266-01;Portoviejo;1
1180120085617-01;Lago Agrio;1
1180120342021-01;El Empalme;1
1180120560199-01;Buena Fe;1
1180120738807-01;San Camilo;1
1180120748830-01;Tonsupa;1
1180120752232-01;Cuenca;3
1180120859546-01;Balzar;1
1180120882503-01;Mocache;1
1180121007007-01;Pedro Carbo;1
1180121145856-01;Guayaquil;1
1180121300547-01;Rumiðahui;1
1180121373132-01;Chanduy;2
1180121547463-01;Portoviejo;1
1180121759011-01;Distrito Metropolitano de Quito;1
1180122069945-01;Yantzaza;1
1180122073721-01;San Jacinto De Yaguachi;1
1180122087183-01;Cotacachi;1
1180122126632-01;Rocafuerte;1
1180122135594-01;Cantón Daule;1
1180122195180-01;Guayaquil;1
1180122207222-01;Portoviejo;1
1180122286493-01;Palestina;1
1180122562621-01;Machala;1
1180122706092-01;Machala;1
1180122733512-01;Guayaquil;1
1180122770295-01;Guayaquil;1
1180122778819-01;Distrito Metropolitano de Quito;47
1180122829335-01;Guayaquil;1
1180122847661-01;Balzar;1
1180122914442-01;Guayaquil;1
1180123004682-01;Cantón Daule;1
1180123015380-01;Quito;1
1180123101474-01;Salinas;1
1180123381912-01;San Vicente;1
1180123498283-01;Guayaquil;1
1180130016629-01;Loja;2
1180130108657-01;Puerto Lopez;1
1180130178122-01;Machala;1
1180130189207-01;Guayaquil;1
1180130461113-01;Portoviejo;1
1180130473679-01;Pedro Carbo;1
1180130503969-01;El Triunfo;1
1180130747613-01;San Miguel De Los Bancos;2
1180130767419-01;Pedro Carbo;1
1180130772343-01;Samborondon;1
1180130803446-01;Cuenca;8
1180130882246-01;Guayaquil;1
1180130927261-01;Palestina;1
1180130944777-01;Valencia;4
1180130972209-01;Samborondon;44
1180130995233-01;Cantón Daule;1
1180131035331-01;Samborondon;1
1180131093310-01;Montalvo;2
1180131169423-01;Duran;1
1180131184256-01;Naranjal;1
1180131259025-01;Quevedo;1
1180131285886-01;Guayaquil;1
1180131366614-01;Guayaquil;2
1180131373893-01;Guayaquil;1
1180131383074-01;El Empalme;1
1180131385860-01;Calderon (Carapungo);17
1180131585340-01;Machala;1
1180131607809-01;Milagro;1
1180131637063-01;Guayaquil;1
1180131805904-01;Loja;1
1180131841278-01;Machala;1
1180131859976-01;Guayaquil;17
1180131879704-01;Yaguachi;1
1180131913443-01;Guayaquil;1
1180131940271-01;Distrito Metropolitano de Quito;1
1180131957756-01;Guayaquil;2
1180131995487-01;Valencia;2
1180132041533-01;Machala;4
1180132138482-01;Balzar;1
1180132150412-01;Balzar;1
1180132415180-01;La Troncal;1
1180132551954-01;Montecristi;1
1180132635534-01;Guayaquil;1
1180132646970-01;El Empalme;1
1180132741542-01;Guayaquil;1
1180132828777-01;Quito;1
1180133172669-01;Manta;1
1180133350328-01;Portoviejo;1
1180133356258-01;Quinsaloma;1
1180133442848-01;Bolivar;2
1180133563657-01;Salinas;3
1180140032307-01;Guayaquil;1
1180140507028-01;Ibarra;1
1180140676738-01;Riobamba;1
1180140796902-01;Portoviejo;1
1180140819894-01;Naranjal;1
1180140936026-01;Samborondon;1
1180141008515-01;Rocafuerte;1
1180141022314-01;Santa Lucia;1
1180141122223-01;El Carmen;2
1180141197567-01;Santa Elena;1
1180141218149-01;Quito;18
1180141318618-01;Quevedo;1
1180141341896-01;Distrito Metropolitano de Quito;1
1180141429482-01;Montecristi;1
1180141548940-01;El Empalme;2
1180141582738-01;Santa Elena;1
1180141774152-01;Portoviejo;1
1180141806240-01;El Carmen;1
1180142069978-01;Portoviejo;1
1180142128837-01;San Vicente;1
1180142278859-01;Quito;23
1180142362896-01;Guayaquil;17
1180142425909-01;Milagro;1
1180142461309-01;Vinces;1
1180142501646-01;Salitre;1
1180142526210-01;Guayaquil;1
1180142528471-01;Valencia;1
1180142607895-01;Ibarra;1
1180142711901-01;Salitre;1
1180142716395-01;Playas;1
1180142746063-01;Guayaquil;1
1180142829594-01;San Miguel De Los Bancos;1
1180142957294-01;Distrito Metropolitano de Quito;1
1180143029834-01;Valencia;1
1180143104863-01;Quevedo;2
1180143321230-01;Bellavista;3
1180143355573-01;Santa Elena;2
1180143397742-01;Portoviejo;1
1180143429326-01;Esmeraldas;1
1180143494135-01;Quinsaloma;1
1180143565719-01;Morona;1
1180150049987-01;Loja;1
1180150081009-01;Rocafuerte;1
1180150098093-01;Manta;1
1180150126945-01;Salitre;1
1180150130015-01;Quito;18
1180150141934-01;Naranjito;2
1180150215072-01;Buena Fe;1
1180150258700-01;Mocache;1
1180150276502-01;Pedro Carbo;3
1180150281630-01;El Empalme;1
1180150297638-01;Ventanas;1
1180150424422-01;Vinces;1
1180150566386-01;Guayaquil;1
1180150598286-01;Distrito Metropolitano de Quito;1
1180150606993-01;Portoviejo;1
1180150672848-01;Santa Rosa;1
1180150715801-01;Pedernales;1
1180150796095-01;Machala;1
1180150799453-01;Pastaza;1
1180150817501-01;Portoviejo;1
1180150857172-01;Guayaquil;7
1180150865967-01;Puerto Lopez;1
1180150871569-01;Salinas;1
1180150893258-01;Lomas De Sargentillo;1
1180150961425-01;Tumbaco;1
1180150970290-01;Naranjal;1
1180150992594-01;Milagro;1
1180151064047-01;Palestina;1
1180151070620-01;Portoviejo;1
1180151073399-01;Playas;1
1180151086793-01;Nobol;1
1180151139283-01;Guayaquil;7
1180151181724-01;Quito;1
1180151282177-01;Machala;2
1180151287675-01;Guayaquil;1
1180151310147-01;Jama;3
1180151354945-01;Samborondon;1
1180151377875-01;Manta;1
1180151387263-01;Samborondón;1
1180151690203-01;Portoviejo;1
1180151787741-01;Pajan;1
1180151825893-01;Cantón Archidona;1
1180151829069-01;Cotacachi;1
1180151838617-01;El Empalme;1
1180151884459-01;Duran;1
1180152030812-01;La Mana;1
1180152102244-01;Machala;1
1180152272582-01;Balzar;1
1180152276261-01;Pasaje;1
1180152284058-01;Santa Ana;2
1180152300754-01;Naranjal;1
1180152319402-01;Montecristi;1
1180152416674-01;San Roque;2
1180152441363-01;Portoviejo;1
1180152547305-01;Samborondon;2
1180152560099-01;Guayaquil;1
1180152740351-01;Cotacachi;1
1180152837017-01;El Triunfo;1
1180152983825-01;Quevedo;1
1180153059689-01;Babahoyo;2
1180153130428-01;Quevedo;1
1180153145738-01;Distrito Metropolitano de Quito;1
1180153149039-01;Ventanas;2
1180153213293-01;Guayaquil;1
1180153267052-01;Distrito Metropolitano de Quito;1
1180153271566-01;Guayaquil;1
1180153313308-01;Montalvo;2
1180153337818-01;Cantón Flavio Alfaro;1
1180153364618-01;Guayaquil;1
1180153452218-01;Montecristi;1
1180153476107-01;Lomas De Sargentillo;1
1180153599645-01;Cantón Archidona;2
1180160071553-01;Guayaquil;1
1180160153198-01;Lomas De Sargentillo;2
1180160261951-01;Guayaquil;1
1180160296376-01;Portoviejo;3
1180160314431-01;Guayaquil;1
1180160395851-01;Palestina;1
1180160441292-01;Guayaquil;2
1180160444767-01;Milagro;1
1180160446686-01;Bucay;1
1180160626281-01;Jipijapa;1
1180160718868-01;Distrito Metropolitano de Quito;1
1180160772728-01;Santa Ana;1
1180160808328-01;Portoviejo;1
1180160819474-01;Pastaza;3
1180160841012-01;Cantón Flavio Alfaro;1
1180160871892-01;Portoviejo;1
1180160876642-01;Quito;1
1180160879201-01;Santa Rosa;1
1180161025782-01;Guayaquil;1
1180161045071-01;Lomas De Sargentillo;1
1180161073685-01;El Empalme;1
1180161211927-01;Quito;1
1180161420127-01;Santo Domingo;1
1180161472253-01;Manta;1
1180161525620-01;Quinsaloma;1
1180161534636-01;Bellavista;3
1180161536252-01;Duran;1
1180161539996-01;Lomas De Sargentillo;1
1180161590019-01;Machala;1
1180161628929-01;Pajan;2
1180161655519-01;Distrito Metropolitano de Quito;3
1180161824746-01;Naranjal;1
1180161840203-01;Portoviejo;1
1180161846836-01;Buena Fe;1
1180161907443-01;Santa Rosa;8
1180161924562-01;Loja;24
1180162000472-01;Guayaquil;1
1180162154044-01;Ventanas;1
1180162178101-01;Mocache;1
1180162197045-01;Machala;1
1180162293744-01;Pedro Carbo;2
1180162349568-01;Guayaquil;1
1180162399930-01;Playas;1
1180162411307-01;Distrito Metropolitano de Quito;1
1180162449646-01;Babahoyo;1
1180162452188-01;Buena Fe;1
1180162458294-01;Pedernales;1
1180162616039-01;La Troncal;1
1180162798850-01;Guayaquil;1
1180162804558-01;Tonsupa;1
1180162855617-01;Quininde;1
1180162893008-01;Santo Domingo de los Colorados;1
1180162914672-01;Valencia;1
1180163005106-01;Guayaquil;1
1180163045228-01;Machala;1
1180163075063-01;Santa Rosa;1
1180163147751-01;Guayaquil;1
1180163192739-01;Santa Rosa;1
1180163199496-01;Portoviejo;1
1180163229630-01;Guayaquil;1
1180163265900-01;Guayaquil;1
1180163326921-01;Duran;1
1180163412757-01;Ibarra;1
1180163413418-01;Quito;1
1180163461746-01;Quevedo;1
1180163481937-01;Buena Fe;1
1180163493605-01;Cuenca;1
1180163494007-01;Guayaquil;3
1180170018239-01;Pastaza;1
1180170053826-01;Samborondon;1
1180170062338-01;Valencia;2
1180170094737-01;Jipijapa;1
1180170117824-01;Pasaje;1
1180170158271-01;Duran;1
1180170221814-01;Montalvo;1
1180170333033-01;Salcedo;1
1180170386766-01;Quevedo;1
1180170655979-01;Loreto;1
1180170708311-01;Quevedo;1
1180170724293-01;Guayaquil;1
1180170768476-01;Guayaquil;1
1180170820688-01;Bucay;1
1180170835842-01;Lomas De Sargentillo;80
1180170903753-01;Rocafuerte;1
1180170956471-01;Santa Lucia;12
1180171025189-01;San Vicente;1
1180171045254-01;Pasaje;1
1180171071448-01;Samborondon;1
1180171161128-01;Cantón Flavio Alfaro;1
1180171178693-01;El Coca - Francisco De Orellana;1
1180171255601-01;Pastaza;1
1180171286697-01;Guayaquil;1
1180171328561-01;Loja;60
1180171386997-01;Quevedo;1
1180171435631-01;Mocache;1
1180171443267-01;Machala;2
1180171448464-01;Distrito Metropolitano de Quito;1
1180171521473-01;Guayaquil;2
1180171535314-01;Rocafuerte;1
1180171596693-01;Guayaquil;1
1180171642155-01;Pasaje;1
1180171653470-01;Guayaquil;1
1180171658341-01;Guayaquil;1
1180171699915-01;Santa Elena;1
1180171702155-01;Daule;1
1180171788387-01;Cuenca;4
1180171794574-01;Manta;1
1180171822028-01;Montalvo;2
1180171867361-01;Guaranda;1
1180171934915-01;Santo Domingo de los Colorados;1
1180171967434-01;Lago Agrio;1
1180171988784-01;Tena;1
1180172142021-01;Pajan;1
1180172211236-01;Duran;1
1180172226987-01;Portoviejo;1
1180172294266-01;Santa Elena;1
1180172308699-01;Samborondon;1
1180172390420-01;Santa Lucia;1
1180172450276-01;Guayaquil;1
1180172480726-01;Pajan;1
1180172512983-01;Distrito Metropolitano de Quito;1
1180172579925-01;Cumanda;1
1180172617049-01;Distrito Metropolitano de Quito;2
1180172759858-01;Manta;1
1180172956592-01;Machala;2
1180172958338-01;Guayaquil;1
1180172989287-01;Bolivar;1
1180173000318-01;Pastaza;1
1180173021126-01;Guayaquil;1
1180173036665-01;Guayaquil;1
1180173079891-01;Samborondon;2
1180173123633-01;Distrito Metropolitano de Quito;1
1180173143664-01;Santa Rosa;1
1180173244721-01;El Triunfo;3
1180173265350-01;Riobamba;1
1180173346490-01;Santa Lucia;1
1180173482354-01;Naranjito;1
1180173590283-01;Santa Elena;1
1180173593848-01;Lomas De Sargentillo;1
1180180106204-01;La Libertad;1
1180180232704-01;Portoviejo;1
1180180307042-01;Guayaquil;1
1180180421658-01;Otavalo;1
1180180457693-01;Tena;1
1180180581875-01;La Libertad;1
1180180618841-01;Duran;3
1180181092534-01;Machala;1
1180181098018-01;Otavalo;2
1180181110875-01;La Libertad;1
1180181118827-01;Santa Rosa;1
1180181236350-01;Naranjito;26
1180181251521-01;La Mana;1
1180181337421-01;Valencia;1
1180181459305-01;Quito;23
1180181672699-01;Otavalo;1
1180181724854-01;Guayaquil;1
1180181844942-01;La Libertad;1
1180181962969-01;Guayaquil;1
1180181979628-01;Lomas De Sargentillo;80
1180181982166-01;Milagro;1
1180182034476-01;La Libertad;1
1180182034721-01;Guayaquil;1
1180182049164-01;Distrito Metropolitano de Quito;1
1180182066879-01;Pastaza;1
1180182105992-01;Machala;2
1180182123812-01;Duran;1
1180182224852-01;Palestina;1
1180182277102-01;Distrito Metropolitano de Quito;1
1180182314125-01;El Triunfo;1
1180182425789-01;Pajan;2
1180182454537-01;Milagro;2
1180182466817-01;Manta;1
1180182509533-01;Guayaquil;4
1180182664267-01;Samborondon;1
1180182680290-01;Portoviejo;1
1180182955261-01;Salinas;1
1180183033761-01;Guayaquil;1
1180183094030-01;Babahoyo;1
1180183223362-01;Milagro;2
1180183270055-01;Valencia;1
1180183291996-01;El Carmen;1
1180183333721-01;Guayaquil;3
1180183372322-01;Daule;12
1180183543887-01;Otavalo;1
1180183569248-01;Distrito Metropolitano de Quito;1
1180190265250-01;Daule;8
1180190291269-01;Manta;1
1180191690306-01;Daule;8
1180191929800-01;Azogues;1
1180192065901-01;Salitre - Urbina Jado;1
1180192306611-01;Daule;16
1180192310788-01;Samborondon;1
1180192410491-01;Guayaquil;1
1180192613315-01;Quito;1
1180192699424-01;Quito;1
1180193153512-01;Guayaquil;1
1180193371474-01;Guayaquil;1
1180193448293-01;Lago Agrio;1
1180200242008-01;Lomas De Sargentillo;8
1180200269794-01;Lomas De Sargentillo;80
1180200543307-01;Alamor;1
1180201910839-01;Guayaquil;2
1180202134962-01;Jujan;1
1180203284446-01;Vinces;8
1180203459786-01;Guayaquil;2
1180210014528-01;Guayaquil;1
1180211360180-01;Salitre - Urbina Jado;1
1180212521812-01;Lomas De Sargentillo;1
1180212630036-01;Salitre - Urbina Jado;1
1180212990537-01;Dayuma;1
1180213165447-01;Duran;1
1180282832712-01;Guayaquil;1
1180290047616-01;Buena Fe;13
1180300551374-01;Guayaquil;1
1180310006724-01;Chone;1
1180311841573-01;Montecristi;1
1180311950071-01;Manta;1
1180312574565-01;Samborondon;1
1180312761587-01;Pedro Carbo;1
1180320122498-01;Machala;1
1180320373713-01;Duran;1
1180320610838-01;Portoviejo;1
1180320623206-01;Santa Elena;1
1180321314695-01;Guayaquil;1
1180321518974-01;Santa Elena;2
1180321548403-01;Loja;1
1180321903642-01;Ricaurte;1
1180322392903-01;Guayaquil;1
1180322709991-01;Bolivar;1
1180322716166-01;Machala;1
1180323451434-01;Montecristi;1
1180323459660-01;Manta;1
1180330508056-01;Machala;1
1180330745605-01;Tena;1
1180331043951-01;Milagro;1
1180332206774-01;Montecristi;1
1180333087775-01;Balzar;1
1180333087885-01;Santo Domingo;1
1180333114944-01;Manta;1
1180340080502-01;Sigchos;1
1180341581853-01;Distrito Metropolitano de Quito;1
1180341829382-01;Atuntaqui;1
1180341924116-01;Guayaquil;1
1180342147358-01;Guayaquil;1
1180342348592-01;El Empalme;1
1180342449448-01;Milagro;5
1180343053735-01;Cantón Flavio Alfaro;2
1180343232856-01;Guayaquil;1
1180343334045-01;Machala;1
1180343364159-01;Distrito Metropolitano de Quito;1
1180350084152-01;Zamora;1
1180350663479-01;Machala;1
1180351077522-01;Buena Fe;1
1180352189901-01;Buena Fe;1
1180352411991-01;Portoviejo;2
1180360445884-01;Machala;1
1180361523362-01;Guayaquil;1
1180361587337-01;Santa Elena;1
1180361884131-01;Daule;1
1180362180550-01;Esmeraldas;1
1180362557030-01;Distrito Metropolitano de Quito;1
1180362837055-01;Montecristi;1
1180362847969-01;Quevedo;1
1180370302061-01;Guayaquil;1
1180370475703-01;Santa Ana;1
1180371176163-01;El Carmen;1
1180371422407-01;Naranjito;1
1180371524210-01;Guayaquil;1
1180372927053-01;Guayaquil;1
1180373040555-01;Quito;4
1180373107312-01;Quinsaloma;1
1180373498306-01;Quito;4
1180380111526-01;Guayaquil;1
1180380143973-01;Naranjito;1
1180380238863-01;Pajan;2
1180380498007-01;Manta;1
1180380558397-01;Guayaquil;1
1180381107933-01;Naranjal;1
1180381108260-01;Machala;1
1180381155392-01;Portoviejo;1
1180381408357-01;Samborondon;1
1180381503529-01;Mocache;1
1180381510213-01;Cotacachi;2
1180381594386-01;Guayaquil;1
1180382071737-01;Quito;22
1180382231084-01;Playas;1
1180382364815-01;Vinces;1
1180382369285-01;Playas;2
1180382996287-01;Naranjito;1
1180383571278-01;Portoviejo;1
1180390414716-01;Guayaquil;1
1180390415108-01;Ventanas;1
1180390462663-01;Balzar;1
1180390850291-01;Santa Elena;2
1180390887961-01;Otavalo;1
1180391391635-01;Posorja;1
1180391468350-01;Quito;2
1180391474345-01;Cantón Flavio Alfaro;1
1180391511880-01;Cotacachi;1
1180391867615-01;Guayaquil;1
1180392473303-01;La Concordia;1
1180392755190-01;El Empalme;1
1180392778897-01;Ventanas;1
1180393214648-01;Jujan;1
1180393482033-01;Rumiðahui;1
1180393549917-01;Portoviejo;1
1180393569641-01;Ventanas;1
1180400333071-01;Pastaza;1
1180400774009-01;Urbina Jado - Salitre;1
1180401225324-01;Guayaquil;1
1180401346879-01;Manta;1
1180401414402-01;Distrito Metropolitano de Quito;1
1180401805891-01;Salitre;1
1180402026275-01;Tumbaco;1
1180402206397-01;Portoviejo;1
1180402246184-01;Quito;1
1180402713606-01;Pastaza;1
1180402948394-01;Conocoto;1
1180403464347-01;Naranjal;1
1180403473465-01;Palestina;1
1180410183963-01;Milagro;1
1180410400496-01;Guayaquil;1
1180410685216-01;Samborondon;1
1180410718118-01;Guayaquil;1
1180411145412-01;Guayaquil;1
1180411286713-01;Samborondon;1
1180411401070-01;Manta;1
1180411428896-01;Quito;1
1180411715534-01;Distrito Metropolitano de Quito;1
1180411857969-01;El Empalme;1
1180411869755-01;Guayaquil;1
1180411996868-01;Quininde;1
1180412173564-01;Mocache;1
1180412546498-01;San Vicente;1
1180413143491-01;Guayaquil;1
1180420055630-01;Vinces;1
1180420162678-01;Montecristi;1
1180420922698-01;Babahoyo;1
1180421804767-01;Ballenita;43
1180422085922-01;Machala;1
1180422226083-01;Guayaquil;1
1180422315635-01;Duran;1
1180422569102-01;Pastaza;1
1180431834455-01;Quito;10
1180463490915-01;Machala;1
1180520441415-01;Salinas;11
1180551241060-01;Daule;1
1180551762681-01;Ibarra;1
1180552624359-01;Cantón Flavio Alfaro;1
1180560184715-01;Guayaquil;1
1180560749823-01;Calceta;1
1180561953056-01;Duran;1
1180562269737-01;Naranjito;1
1180570171554-01;Santo Domingo;1
1180570227271-01;Naranjito;2
1180570575668-01;Naranjito;1
1180571049502-01;Machala;1
1180571313740-01;El Triunfo;1
1180571485171-01;Morona;1
1180572098028-01;Guayaquil;1
1180572595887-01;Machala;1
1180573348669-01;Salitre;1
1180573410811-01;Tosagua;1
1180573507543-01;Sucre;1
1180573558332-01;Loja;3
1180581112111-01;Distrito Metropolitano de Quito;1
1180581334924-01;Cantón Daule;1
1180581398215-01;Posorja;1
1180582366422-01;El Coca - Francisco De Orellana;2
1180582436822-01;Cotacachi;1
1180582790590-01;Rocafuerte;1
1180582903882-01;Cantón Daule;1
1180582991801-01;Bolivar;1
1180590114919-01;Ibarra;1
1180590317827-01;Nobol;1
1180590409968-01;Guayaquil;1
1180590637370-01;Distrito Metropolitano de Quito;1
1180590676379-01;Machala;1
1180590882813-01;Duran;1
1180590974265-01;Guayaquil;5
1180591007688-01;Guayaquil;1
1180591568734-01;Buena Fe;1
1180592331587-01;Manta;1
1180600623611-01;Macas;1
1180600632480-01;Guayaquil;1
1180600851490-01;Duran;1
1180600870808-01;Buena Fe;1
1180601323517-01;Buena Fe;1
1180601443478-01;Rumiðahui;1
1180602361807-01;Pujili;1
1180602611836-01;Valencia;3
1180602619597-01;Quevedo;1
1180602783747-01;Loja;1
1180602849987-01;Cantón Daule;1
1180602865735-01;Valencia;3
1180603506924-01;Buena Fe;1
1180603579368-01;Ibarra;1
1180610038733-01;Portoviejo;1
1180610221136-01;Quito;1
1180610782175-01;Portoviejo;1
1180611003486-01;Ambato;1
1180611673930-01;Guayaquil;1
1180611886608-01;Salitre;1
1180611989110-01;Pastaza;1
1180612368463-01;Ibarra;1
1180612376568-01;Rumiðahui;1
1180612419484-01;Milagro;1
1180612472494-01;Guayaquil;1
1180612811230-01;Quininde;1
1180613018269-01;Zamora;1
1180613047952-01;Quito;1
1180613097063-01;Guayaquil;1
1180613215719-01;La Concordia;1
1180613512465-01;Guayaquil;1
1180620049024-01;Playas;1
1180620145508-01;El Carmen;1
1180620674483-01;Guayaquil;1
1180620879098-01;Babahoyo;1
1180621470279-01;Guayaquil;1
1180621929204-01;Guayaquil;1
1180621978495-01;Guayaquil;1
1180622011049-01;Playas;1
1180622181831-01;Pedro Carbo;1
1180622256778-01;Pastaza;1
1180623213728-01;Daule;1
1180623480971-01;Quito;1
1180630396456-01;Valencia;1
1180630572049-01;San Miguel De Los Bancos;1
1180630697735-01;Palestina;1
1180631211119-01;Loja;1
1180631319956-01;Vinces;1
1180631423319-01;Cantón Daule;1
1180631478060-01;Machala;1
1180631539040-01;Guayaquil;1
1180631693017-01;San Jacinto De Yaguachi;1
1180632190083-01;Bolivar;1
1180632420052-01;Manta;2
1180632684725-01;Santa Elena;1
1180641105736-01;Coronel Marcelino Maridueña (San Carlos);1
1180641217314-01;Santa Ana;1
1180641365814-01;Guayaquil;1
1180641510583-01;Quito;1
1180641574434-01;Samborondon;1
1180642343066-01;Guayaquil;1
1180642359462-01;Guayaquil;1
1180642450055-01;Rumiðahui;1
1180642546622-01;Quito;2
1180642915015-01;Machalilla;2
1180643119389-01;Milagro;1
1180643572337-01;Guayaquil;2
1180650415857-01;Santa Rosa;1
1180651408180-01;Guayaquil;1
1180651607265-01;Santa Rosa;1
1180651993264-01;Portoviejo;1
1180652361066-01;Naranjito;2
1180652857699-01;Buena Fe;1
